Testing methods
TotalAmount ; 0.000000 ; 1.000000
TotalAmount ; 33.300000 ; 34.300000
TotalAmount ; 66.600000 ; 67.600000
TotalAmount ; 99.900000 ; 100.900000
TotalAmount ; 133.200000 ; 134.200000
TotalAmount ; 0.000000 ; 1.000000
TotalAmount ; 33.300000 ; 34.300000
TotalAmount ; 66.600000 ; 67.600000
TotalAmount ; 99.900000 ; 100.900000
TotalAmount ; 133.200000 ; 134.200000
Linear ; 0.400000 ; 282.355971 ; 11504.323578 ; 20492.804914
Linear ; 0.400000 ; 311.263273 ; 6728.041045 ; 11984.749182
Linear ; 0.500000 ; 343.250804 ; 7999.818673 ; 12937.427061
Linear ; 0.500000 ; 276.531653 ; 14264.923800 ; 23069.449287
Linear ; 0.500000 ; 304.967371 ; 8577.958261 ; 13872.403097
Linear ; 0.600000 ; 338.054600 ; 9124.982217 ; 14757.058464
Linear ; 0.600000 ; 271.375928 ; 15643.075349 ; 25298.216697
Linear ; 0.600000 ; 335.403842 ; 10124.005028 ; 16372.693177
Linear ; 0.700000 ; 355.482663 ; 9857.726006 ; 17128.720141
Linear ; 0.700000 ; 270.457772 ; 15644.119664 ; 27183.119860
Linear ; 0.700000 ; 336.210306 ; 10816.157736 ; 18794.084837
Linear ; 0.800000 ; 339.243578 ; 8878.702009 ; 19622.966288
Linear ; 0.800000 ; 328.008537 ; 13168.883783 ; 29104.768046
Linear ; 0.800000 ; 307.919504 ; 9428.412986 ; 20837.891619
Linear ; 0.900000 ; 355.403762 ; 10425.183088 ; 23040.869721
Linear ; 0.900000 ; 286.965868 ; 13951.655796 ; 30834.785431
Linear ; 0.900000 ; 323.124104 ; 10953.565015 ; 24208.655364
Linear ; 0.920000 ; 354.761044 ; 15620.381695 ; 23629.986070
Linear ; 0.920000 ; 262.840490 ; 20608.578185 ; 31175.961315
Linear ; 0.920000 ; 314.995425 ; 16266.174598 ; 24606.919771
Linear ; 0.940000 ; 347.818650 ; 25272.671328 ; 24532.822775
Linear ; 0.940000 ; 276.544571 ; 32440.412685 ; 31490.731029
Linear ; 0.940000 ; 314.213281 ; 26907.702991 ; 26119.989463
Linear ; 0.960000 ; 373.059681 ; 13597.365829 ; 25438.343042
Linear ; 0.960000 ; 269.577941 ; 17004.721671 ; 31812.922343
Linear ; 0.960000 ; 307.313468 ; 13982.508303 ; 26158.878657
Linear ; 0.980000 ; 367.636714 ; 19284.054093 ; 26337.984862
Linear ; 0.980000 ; 281.609272 ; 23558.282166 ; 32175.686506
Linear ; 0.980000 ; 329.395233 ; 20351.859641 ; 27796.383922
Linear ; 0.400000 ; 332.854246 ; 7178.347475 ; 11736.273433
Linear ; 0.400000 ; 287.894772 ; 12573.297574 ; 20556.772820
Linear ; 0.400000 ; 309.716655 ; 7604.433217 ; 12432.904348
Linear ; 0.500000 ; 335.281381 ; 11358.803361 ; 12893.424783
Linear ; 0.500000 ; 267.139264 ; 20100.115350 ; 22815.724259
Linear ; 0.500000 ; 300.083386 ; 12445.910747 ; 14127.404883
Linear ; 0.600000 ; 368.550001 ; 8042.365136 ; 14837.773646
Linear ; 0.600000 ; 281.067983 ; 13703.703946 ; 25282.669191
Linear ; 0.600000 ; 332.919491 ; 8862.143567 ; 16350.225094
Linear ; 0.700000 ; 351.048091 ; 8683.303796 ; 16858.206270
Linear ; 0.700000 ; 272.986027 ; 14016.685510 ; 27212.703955
Linear ; 0.700000 ; 321.937615 ; 9431.898325 ; 18311.565646
Linear ; 0.800000 ; 331.037143 ; 20799.822777 ; 19563.064461
Linear ; 0.800000 ; 269.195677 ; 30972.576121 ; 29130.945475
Linear ; 0.800000 ; 323.965860 ; 22486.550436 ; 21149.499225
Linear ; 0.900000 ; 360.125677 ; 11058.428823 ; 23257.105668
Linear ; 0.900000 ; 267.200034 ; 14696.562617 ; 30908.505648
Linear ; 0.900000 ; 332.330206 ; 11775.822897 ; 24765.865189
Linear ; 0.920000 ; 355.373137 ; 12693.754760 ; 23485.426151
Linear ; 0.920000 ; 291.167297 ; 16841.839107 ; 31160.029171
Linear ; 0.920000 ; 314.819152 ; 13342.974776 ; 24686.584440
Linear ; 0.940000 ; 348.572108 ; 12410.363077 ; 24399.496344
Linear ; 0.940000 ; 280.738894 ; 16020.844820 ; 31497.913655
Linear ; 0.940000 ; 322.717023 ; 13066.710026 ; 25689.912659
Linear ; 0.960000 ; 367.696703 ; 12742.527704 ; 25423.720508
Linear ; 0.960000 ; 267.054626 ; 15945.628442 ; 31814.504174
Linear ; 0.960000 ; 317.506008 ; 13235.425807 ; 26407.144197
Linear ; 0.980000 ; 341.618549 ; 14916.182910 ; 26327.738310
Linear ; 0.980000 ; 270.550466 ; 18222.072721 ; 32162.783533
Linear ; 0.980000 ; 322.958239 ; 15436.594998 ; 27246.289212
kernel ; missing rate ; time ; rse completion ; rse whole
Linear ; 0.400000 ; 323.654173 ; 13584.104845 ; 11458.564994
Linear ; 0.400000 ; 288.607903 ; 24460.214269 ; 20632.861581
Linear ; 0.400000 ; 329.948400 ; 13942.568957 ; 11760.939304
Linear ; 0.500000 ; 326.047017 ; 7429.834856 ; 12744.512116
Linear ; 0.500000 ; 265.476754 ; 13381.742803 ; 22953.913054
